
Guilherme Costa
Reinaldo Grola
Edfrance Silva
Jose Landim
Alecxo Belo
Luciano Silva
Celio Silva
Flanky Chaves
Josué Longo
Giacomo Schaffer
Eliesio Reis
Silvio Filho
Alessandro Nicoli
Fabrício Silva
Lourival Neto
Adriana Barbosa
Frederico Oliveira
Wander Borges
Thyago Gonçalves
Valmir Rosa
Kalin Almeida
Gelson Costa
Thiago Silva
Silvano Marchetti
Juliano Vicente
Benedito Cunha
Jovani Galvagni
Betânia Cardoso
Roberta Barreto
Alex Oliveira
Jose Sampaio
Emerson Camargo
Fabio Abreu
Jardiane Pinto
Gilberto Sousa
Gilson Costa
Frederico Carvalho
Sergio Gomes
Esdras Mororó
Valter Almeida
Jose Silva
Claudemir Herthel
Farida Ribeiro
Aloisio Junior
Ernesto Neto
Clodomiro Junior
Joelson Pontes
Gilliano Cutrim
Janeide Santos
Lucimar Wastowski
Pedro Neto
Afranio Nobrega
Antônio Filho
Elzanir Oliveira
Julio Lino
Tiago Ribeiro
Raylan Alencar
Gustavo Alves
Thiago Teixeira
Carlos Martins
Paulo Scarafissi
Maria Lima
Fausto Filho
Eduardo Brito
Kleibson Souza
Thiago Carbonari
Rondilson Ribeiro
Thacianny Ferro
Paulo Maciel
Alan Chagas
Jecimar Matos
Ionara Araújo
Joao Melo
Gregorio Maglio
Sheila Ignácio
André Raimundo
Gilberto Junior
Fuvio Serafim
Gracielia Oliveira
Marcel Micheletto
Rodrigo Cosenza
Ricardo Rosa
Diogo Siqueira
George Nascimento
Fabio Chicaroli
Elesbão Duarte
Israel Junior
Alex Moraes
Ademir Sakrezenski
Patricia Almeida
Vanderlandia Souza
Eduardo Araújo
Ronan Santana
Moises Gumieri
Ana Serafim
Odilon Santos
Sharle Capeletti
Tetiana Britto
Júlio Caires
Ricardo Pimenta
Ruy Favaro
Marcelo Hercolin
Antonio Martins
Anylton Moura
Valkir Oliveira
Solange Kreidloro
Wando Campbell
Janio Junior
Andreson Cavalcante
Carlos Moris
Luiz Silva
Misael Junior
Adiclei Silveira
Lucio Oliveira
Elano Coelho
Marcos Cabral
Edicley Barreto
Adones Júnior
Ana Sousa
Adriano Araujo
Anderson Balducci
Daniel Seabra
Marcelo Boff
Daniel Hinnah
Francisca Martins
Rogerio Bernardes
Michele Oliveira
Aline Pasetto
Luis Evangelista
Marcio Zanetti
Douglas Honorato
Daniela Santos
Gabriel Souza
Ricardo Barbosa
Debson Silva
Gledson Machado
Rosibergue Campos
Emanuel Jesus
Tiago Aires
Ozires Gonçalves
Cleydson Drumond
Aurelio Resende
Celson Oliveira
Maxwell Silva
Julvan Lacerda
Luciano Ferreira
Jose Alves
Fábio Gardingo
Mario Silva
Jose Dias
Evaldo Filho
Gustavo Caribé
Carlos Guimarães
Jordano Santos
Elayne Araujo
Jose Aragao
Jorge Galvão
Jauldo Ferreira
Rodrigo Ravazzi
Ivan Junior
Enildo Junior
Waldirene Ricanelo
Christiano Cavalcante
Jairo Silva
Sarina Faro
José Souza
Iraquitan Costa
Deives Martins
Isabella Pereira
Livia Silva
Ricardo Gonçalves
Hernande Rodrigues
Francisco Costa
Lucio Brito
Joaquim Filho
Edvan Junior
Everton Batista
Denis Silva
João Oliveira
Camilo Martins
Karina Lima
Randel Santos
Welligton Neponuceno
Marcos Costa
Richardson Cutrim
Alison Camporez
Carlos Araujo
Epitacio Flor
Edjanio Martins
Sara Santos
Marcel Carvalho
Anderson Almeida
Danilson Silva
Marlos Maia
Erica Soares
Genilson Peluzo
Leonardo Lima
Eldo Cunha
Arquimedes Bacelar
Orlando Arouche
Edson Filho
Fausto Gonçalves
Erick Cruz
Daniel Kothe
Daniel Correa
Bett Silva
Eduardo Lima
Jose Ferreira
José Sousa
Elielson Almeida
Lourival Freitas
Ezequiel Costa
Antônio Fagundes
Marcos Paiva
Luis Pinto
Eleomar Teixeira
Lardjane Macedo
Marcia Bento
Carmod Bastos
Eduardo Amaral
Adelmo Calheiros
Keliana Mangueiras
Vianei Landim
Fabio Sousa
Silvia Sousa
Onicio Souza
Mauricio Bau
Marcio Marcolino
Fernando Lima
Emerson Ribeiro
Fábio Andrade
Claudinei Braz
Anderson Maria
Marcio Moura
Breno Junior
Alvaro Junior
Andre Granzinolli
Daniela Cunha
Djalma Pelegrini
Douglas Bernardes
Ernani Barbosa
Reinaldo Oliveira
Vanderlucio Oliveira
Silvanei Santos
Ivan Schieffelbein
Joel Wilhelm
Juliano Rosa
Douglas Zilio
Gardel Araujo
Arlindo Lopes
Cleiton Dias
Ediney Aguiar
Sansuray Xavier
Andre Hassem
Antonio Portela
Jose Cardoso
Pedro Júnior
Bruno Boaretto
Denize Marchi
Marco Dombi
Laudiceia Toledo
Mônica Bombonato
Wladimir Sanches
Tiago Stolarique
Adauto Oliveira
Márcio Politowski
Maykon Siqueira
Tiago Mendonça
Cleuma Oliveira
Maria Jesus
Marcio Serenini
Álvaro Silva
Fernando Schrammel
Issy Júnior
Roberto Andrade
Cicero Santos
Ramon Leite
Wiliam Cadorini
João Junqueira
Andre Maia
Mario Junior
Roberto Carvalho
Joventino Neto
Argeu Lopes
José Lima
Pedro Filho
Leonardo Albuquerque
Guilherme Avila
Emilio Venturelli
Elies Pinto
Alcione Moi
Adilson Silva
Emilio Vieira
Sandro Silva
Irineu Soares
Wanderley Souza
Fábio Vaz
Genival Santana
Veridiano Melo
Edimarques Teixeira
Cledson Rodrigues
Maxsicley Grison
Thiago Rochiti
Cicero Almeida
Jailton Santos
Juvenal Neto
Carlindo Campos
Gadyel Paula
Enrico Falabella
Juliana Nascimento
Marcilio Souza
Marcio Grosbelli
Yria Rego
Francisco Silva
Italo Silva
Andre Bernascki
Valdinele Costa
Ricardo Santos
James Barros
Lucrecia Dantas
Pierre Rosa
Felippe Collaço
Lucildo Oliveira
Francisco Santos
Carlos Oliveira
Jean Mendonça
Adelino Sousa
Edmarcio Leal
Dirceu Ribeiro
Elias Lima
Angelo Melo
Fabricio Almeida
Antonio Pontes
Rhudson Souza
Ronaldo Junior
Edgar Souza
Fabio Barasuol
Josair Lopes
Valmir Silva
Ivanildo Santos
Ednalva Medeiros
Débora Severo
Eliezer Costa
Ednardo Oliveira
Marcio Rezende
Neide Gomes
Marcio Silva
Rogerio Perin
Gisele Costa
Francisca Araújo
Milena Migliaresi
Tarcisio Abel
Antonio Lima
Erlandson Martins
Ana Carvalho
Evaristo Lima
Jean Sottili
Cleiton Roque
Elton Lopes
Lourisvaldo Dias
George Soares
Jessé Freitas
Alisson Martins
Teofilo Duarte
Fabiano Matte
Marcelo Silva
Arthur Amaral
Gilberto Santos
Diane Rusciolelli
Jackson Pinheiro
Wellington Pinto
Vinicius Gomes
Marcelo Moraes
Flavio Soares
Evandro Navegantes
Adriano Sousa
Edson Santana
Antonely Carvalho
Gil Anjos
Roberto Rossetti
Wagner Mathias
Francisco Uchôa
Edivaldo Júnior
Breno Formighieri
Rosemary Monteiro
Samir Souto
Marcia Souza
Eliandro Rubiatti
Antonio Almeida
Walfredo Filho
Vanderlei Costa
Alisson Sampaio
Luiz Escodeiro
Celso Alves
João Rillo
Alberto Macedo
Israel Lelis
Luiz Souza
Antonio Nunes
Carlisson Assunção
Jacó Maciel
Ronye Saraiva
Josimar Almeida
Rondinelly Souza
Marcelo Torres
Mizael Carmo
Paulo Reis
Ricardo Abreu
Luiz Xavier
Marcio Santos
Josimar Nascimento
Ronival Medeiros
Daniel Costa
Jucelio Oliveira
Ezequiel Pasquetti
Adriana Siqueira
Roberto Silva
Henrique Scofield
Jovelino Costa
Vicente Almeida
João Balbino
Leandro Santos
Marco Fonseca
Adriano Bauer
Denise Lima
Jose Goncalves
Leonardo Brito
Marcos Lopes
Ronaldo Noleto
Leonardo Maia
Ronnie Sousa
Waldenio Souza
Narques Rocha
Daniel Bosi
Rodrigo Cruz
Gimmy Ramos
Ailton Porto
Lauro Fabri
Christiano Teixeira
Maria Uchôa
Carlos Lopes
Fabio Polidoro
Jimmi Barroso
Gustavo Sartori
Francisco Filho
André Alves
Fabrício Coreia
Rodrigo Mendonça
Joaquim Carmo
João Alencar
Denilson Nascimento
Bernardo Oliveira
Marcelo Mendonça
Natã Hora
Enivaldo Barroso
Roberio Sampaio
Julio Oliveira
Daniel Faria
Andre Vieira
Rubens Vieira
Waldinei Andrade
Pedro Carvalho
Djalma Neto
Adalberto Filho
Sheila Mosso
Carlos Reis
Jocimar Araújo
Marcos Santos
Cleidvane Sousa
Yasnaia Dutra
Marlylda Santos
Everton Moreira
Radaman Barreto
Luis Costa
Rodrigo Carvalho
Luzivalter Santos
Dino Barreto
Gilberto Passos
Celso Alencar
Giuliano Martinelli
Danielle Nunes
Manoel Pereira
Kaster Abreu
Roger Virgens
Edson Santos
Egon Junior
Angelo Santos
Henrique Vargas
Jose Nascimento
Érica Oliveira
David Gomes
Clodoaldo Melo
Melchior Silva
Rodrigo Nogueira
Dival Pinheiro
Marcio Aquino
Edileuza Souza
José Pedro
Alisson Wandscheer
Romulo Sousa
Luis Cavalcante
Edilene Paula
Marildo Ferreira
Márcio Paula
Ivanildo Silva
Claudio Nogueira
Rodrigo Silva
Francisco Melo
Mariano Filho
Leonardo Nascimento
Marco Santos
Fabricio Vanzelli
Carolina Rameh
Christiano Oliveira
Edivanio Pessoa
Lenilson Santos
Alexandre Neres
Aricelli Sá
Nilson Marinho
Otoniel Souza
Daniel Silva
Sebastião Silva
Sivanildo Borges
Genilson Silva
Márcio Faber
Edgar Miranda
Victor Rodrigues
Cassia Matos
Eliziane Ferreira
Alexandre Tonetti
Aldo Moyses
Valdomiro Almeida
Sulleiman Nicolosi
Wagne Moreira
Sergio Silva
Juliana Santos
Luiz Pugliesi
Gina Pastreis
João Spido
Edilene Araújo
Emerson Silva
Jenisson Lima
Maria Bahe
Mauricio Assad
Cledson Leitão
Assuerio Oliveira
José Nunes
Genival Gonçalves
Rubenixson Farias
Eduardo Freire
Aline Freitas
Julio Carvalho
Jusandro Bortolon
Jackson Xavier
Marcelo Caumo
Martina Krug
Sandra Soares
Rodrigo Signorelli
Renilton Coelho
Welington Figueiredo
Anderson Souza
Bernardo Maia
Adriano Marques
Marcos Mesquita
Herbert Oliveira
Giulliano Pinto
Marcos Schleintvein
Mauricio Jesus
Valderina Soares
Robson Freires
Sidney Santos
Daniela Melo
Eudes Silva
Sérgio Santos
Anaximandro Costa
Darcilene Suassuna
Gustavo Queiroz
Juscelino Sousa
Maria Araújo
Jairo Mariano
Homero Junior
José Martins
Kleber Silva
Paulo Cabedo
Joedison Rodrigues
Humberto Santos
Marco Abreu
Tarcio Rodrigues
Wilmeson Sarmento
Flavio Neto
Dinaldo Filho
Alexandre Nobrega
Atila Medeiros
Adriana França
Alexandre Desidério
Joaquim Paiva
Francisco Bernardo
Monaliza Sá
Rogerio Ferrarin
Valter Kuhn
Eduardo Penno
Ildo Filho
Cintia Santos
Marlon Neuber
Tatiane Cunha
Rondinelly Barros
Romerio Rodrigues
Neldes Costa
Raimundo Neto
Valeria Castro
Luiz Sobral
Marcia Teles
Manoelito Junior
Orlando Silva
Paulo Griffo
Zenildo Santana
Ivoneide Santana
Edvaldo Junior
Valdivino Silva
Nelson Fonseca
Raryson Cunha
Rogério Silva
Clézio Fortunato
Fernando Tomaselli
Marcelllo Maranhao
Gustavo Soares
Lucineide Oliveira
José Costa
Max Silva
Aldineide Oliveira
Gilson Lopes
José Alves
Edmilson Abreu
Jorlenio Santos
Marlen Rodrigues
Josimar Oliveira
Carlos Silva
Cezanne Tomaz
Ana Azevedo
Odilon Valençoela
Denis Lima
Jairo Sousa
Marcio Queiroz
Evanderson Xavier
José Júnior
Juscelino Oliveira
Rogerio Silveira
Cleudison Silva
Luis Scapinelli
Wellington Uchoa
Newton Cotrim
Izaias Souza
Gustavo Rocha
Marcelo Passuelo
Leticia Belato
Keni Bailon
Edinilson Lopes
Cleber Sabino
Walter Filho
Norton Matter
Paulo Scheidt
Marcelo Reinaldo
Jardel Cardoso
Carlos Schuch
Gilberto Dranka
Jaffer Ferreira
Neneu Artigas
Otniel Fernandes
Rui Santos
Raydson Cunha
Jose Teixeira
Jose Oliveira
Eduardo Conti
Luiz Cavalcante
Dário Lira
Arlei Rosa
Leonardo Guimarães
Jair Evangelista
Carlos Turelli
Caio Matheus
Felipe Augusto
Everaldo Silva
Fabio Alvares
Marco Junior
Rodrigo Paiva
Rosa Silva
Renée Vidoto
Alex Sakata
Wagner Neves
Patricio Santos
Fernando Cavalheiro
Daniel Fonseca
Ricardo Santana
Adriano Lima
Ulisses Alves
Ary Ribeiro
Alfredo Magalhães
Eduardo Lugli
Genil Cruz
José Maia
Leonaldo Silva
Ricardo Terra
Walder Florenzano
Elson Farias
